id;title
wse;Symposium on Web Systems Evolution (WSE)
tapia;Richard Tapia Celebration of Diversity in Computing Conference (Tapia )
aimech;IEEE International Conference on Advanced Intelligent Mechatronics (AIM)
almodep;International Workshop on Algorithms and Models for Distributed Event Processing (AlMoDEP)
iri;IEEE International Conference on Information Reuse and Integration (IRI)
ccbd;International Conference on Cloud Computing and Big Data (CCBD)
asianhost;Asian Hardware-Oriented Security and Trust Symposium (AsianHOST)
culture;International Conference on Culture and Computing (C&C)
wetice;IEEE International Workshops on Enabling Technologies Infrastracture for Collaborative Enterprises (WETICE)
splst;Symposium on Programming Languages and Software Tools (SPLST)
fusion;International Conference on Information Fusion (FUSION)
rovisp;International Conference on Robotics Vision Signal Processing and Power Applications (RoViSP)
gmmemv;GMM-Fachtagung Elektromagnetische Verträglichkeit in der KFZ-Technik (GMM EMV)
ccmb;IEEE Symposium on Computational Intelligence Cognitive Algorithms Mind and Brain (CCMB)
itasec;Italian Conference on Cybersecurity (ITASEC)
isia;International Symposium on Information and Automation (ISIA)
huc;Ubiquitous Computing (UbiComp)
emnlp;Conference on Empirical Methods in Natural Language Processing (EMNLP)
imla;Workshop on Intuitionistic Modal Logic and Applications (IMLA)
ieeehpcs;International Conference on High Performance Computing & Simulation (HPCS)
civts;IEEE Symposium on Computational Intelligence in Vehicles and Transportation Systems (CIVTS)
icadl;International Conference on Asian Digital Libraries (ICADL)
socs;Symposium on Combinatorial Search (SOCS)
mippr;International Symposium on Multispectral Image Processing and Pattern Recognition (MIPPR)
acit;Automation Control and Information Technology (ACIT)
besc;International Conference on Behavioral Economic and Socio-Cultural Computing (BESC)
cost;COST Conference
icii;International Conference on Industrial Internet (ICII)
dec;Digital Enterprise Computing (DEC)
isecs;International Symposium on Electronic Commerce and Security (ISECS)
eurocon;IEEE International Conference on Smart Technologies (EUROCON)
ic;International Conference on Internet Computing (ICOMP)
rrpr;International Workshop on Reproducible Research in Pattern Recognition (RRPR)
dsscv;Deep Structure Singularities and Computer Vision (DSSCV)
isplc;International Symposium on Power Line Communications and its Applications (ISPLC)
icbea;International Conference on Biometrics Engineering and Application (ICBEA)
httf;Halfway to the Future Symposium (HTTF)
qosip;Quality of Service in Multiservice IP Networks (QoS-IP)
wanlp;Workshop on Arabic Natural Language Processing (WANLP)
eurohcir;European Workshop on Human-Computer Interaction and Information Retrieval (EuroHCIR)
intersense;International Conference in Integrated Internet Ad Hoc and Sensor Networks (InterSense)
ihtc;Canada International Humanitarian Technology Conference (IHTC)
sadasc;International Conference on Smart Applications and Data Analysis (SADASC)
icistm;International Conference on Information Systems Technology and Management (ICISTM)
icbde;International Conference on Big Data and Education (ICBDE)
ehci;IFIP Working Conference on Engineering for Human-Computer Interaction (EHCI)
hpagc;International Conference on High Performance Architecture and Grid Computing (HPAGC)
apsec;Asia-Pacific Software Engineering Conference (APSEC)
smalltalk;European Smalltalk User Group (ESUG)
iceccs;IEEE International Conference on Engineering of Complex Computer Systems (ICECCS)
scsc;Summer Simulation Multiconference (SummerSim)
icmlt;International Conference on Machine Learning Technologies (ICMLT)
ccia;International Conference of the Catalan Association for Artificial Intelligence (CCIA)
ismar;International Symposium on Mixed and Augmented Reality (ISMAR)
aied;International Conference on Artificial Intelligence in Education (AIED)
ivapp;International Conference on Information Visualization Theory and Applications (IVAPP)
robvis;Robot Vision (RobVis)
iccse2;International Conference on Computer Science & Education (ICCSE)
nems;IEEE International Conference on Nano/Micro Engineered and Molecular Systems (NEMS)
focs;IEEE Annual Symposium on Foundations of Computer Science (FOCS)
icbdr;International Conference on Big Data Research (ICBDR)
miccai;International Conference on Medical Image Computing and Computer-Assisted Intervention (MICCAI)
micsecs;Majorov International Conference on Software Engineering and Computer Systems (MICSECS)
sew;Annual Software Engineering Workshop (SEW)
copa;International Symposium on Conformal and Probabilistic Prediction with Applications (COPA)
icccn;International Conference on Computer Communications and Networks (ICCCN)
usenix;USENIX Annual Technical Conference (USENIX ATC)
ichms;International Conferences on Human-Machine Systems (ICHMS)
sofl;International Workshop on Structures Object-Oriented Formal Language and Method (SOFL+MSVL)
mdeis;Model-Driven Enterprise Information Systems (MDEIS)
smartgift;International Conference on Smart Grid and Innovative Frontiers in Telecommunications (SmartGIFT)
mirrorbot;MirrorBot Project (MirrorBot)
uv;International Conference on Universal Village (UV)
siet;International Conference on Sustainable Information Engineering and Technology (SIET)
ro-man;IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN)
onlinegreencomm;IEEE Online Conference on Green Communications (OnlineGreenComm)
clrimg;Color Imaging Displaying Processing Hardcopy and Applications
ccs;Conference on Computer and Communications Security (CCS)
ifip11-9;IFIP WG 11.9 International Conference on Digital Forensics
wsse;World Symposium on Software Engineering (WSSE)
ccscw;Chinese Conference on Computer Supported Cooperative Work and Social Computing (ChineseCSCW)
icaisc;International Conference on Artificial Intelligence and Soft Computing (ICAISC)
prime;Conference on PhD Research in Microelectronics and Electronics (PRIME)
chira;International Conference on Computer-Human Interaction Research and Applications (CHIRA)
tcob;Technologies for Collaborative Business Process Management (TCoB)
kcap;International Conference on Knowledge Capture (K-CAP)
cloudcomp;Cloud Computing (CloudComp)
vecos; International Conference on Verification and Evaluation of Computer and Communication Systems (VECoS)
bambi;International Workshop on Bayesian and grAphical Models for Biomedical Imaging (BAMBI)
vorgehensmodelle;Projektmanagement und Vorgehensmodelle (PVM)
asian;Asian Computing Science Conference (ASIAN)
deon;International Conference on Deontic Logic and Normative Systems (DEON)
cmis;International Workshop on Computer Modeling and Intelligent Systems (CMIS)
nlpcc;Natural Language Processing and Chinese Computing (NLPCC)
serene;International Workshop on Software Engineering for Resilient Systems (SERENE)
emip;International Workshop on Eye Movements in Programming (EMIP)
adbis;Symposium on Advances in Databases and Information Systems (ADBIS)
eva;Electronic Visualisation and the Arts London Conference (EVA London)
isic2;International Semantic Intelligence Conference (ISIC)
iui;International Conference on Intelligent User Interfaces (IUI)
aib;International Research School in Artificial Intelligence in Bergen (AIB)
idman;IFIP Conference on Policies and Research in Identity Management (IDMAN)
dese;International Conference on Developments in eSystems Engineering (DeSE)
acct;International Workshop on Algebraic and Combinatorial Coding Theory (ACCT)
pkc;International Conference on Theory and Practice of Public Key Cryptography (PKC)
fates;International Workshop on Formal Approaches to Testing of Software (FATES)
slpat;Workshop on Speech and Language Processing for Assistive Technologies (SLPAT)
uc;International Conference on Unconventional Computation and Natural Computation (UCNC)
w4a;International Cross-Disciplinary Conference on Web Accessibility (W4A)
ams;Autonome Mobile Systeme (AMS)
soqe;Workshop on Second-Order Quantifier Elimination and Related Topics (TIWDC)
ibpria;Iberian Conference on Pattern Recognition and Image Analysis (IbPRIA)
simbig;Symposium on Information Management and Big Data (SIMBig)
iswsa;Intelligent Semantic Web-Services and Applications (ISWSA)
asiapkc;ACM ASIA Public-Key Cryptography Workshop (APKC)
icetet;International Conference on Emerging Trends in Engineering & Technology (ICETET)
mobiopp;International Workshop on Mobile Opportunistic Networks (MobiOpp)
icpm;International Conference on Process Mining (ICPM)
dimva;GI International Conference on Detection of Intrusions and Malware & Vulnerability Assessment (DMIVA)
icwe;International Conference on Web Engineering (ICWE)
flairs;International Florida Artificial Intelligence Research Society Conference (FLAIRS)
sofsem;Conference on Current Trends in Theory and Practice of Informatics (SOFSEM)
cai;Conference on Algebraic Informatics (CAI)
riot;International Conference on Recent Advances in Internet of Things (RIoT)
acity;International Conference on Advances in Computing and Information Technology (ACITY)
cgo;IEEE/ACM International Symposium on Code Generation and Optimization (CGO)
inex;INitiative for the Evaluation of XML Retrieval (INEX)
icsbt;International Conference on Smart Business Technologies (ICSBT)
cwsn;China Conference on Wireless Sensor Networks (CWSN)
kicss;International Conference on Knowledge Information and Creativity Support Systems (KICSS)
cluster;IEEE International Conference on Cluster Computing (CLUSTER)
icfpt;International Conference on Field-Programmable Technology
podc;ACM SIGACT-SIGOPS Symposium on Principles of Distributed Computing (PODC)
agop;International Summer School on Aggregation Operators (AGOP)
icl-gnss;International Conference on Localization and Global Navigation Satellite System (ICL-GNSS)
cifer;IEEE Conference on Computational Intelligence for Financial Engineering & Economics (CIFEr)
adg;Automated Deduction in Geometry (ADG)
ithet;International Conference on Information Technology Based Higher Education and Training (ITHET)
acl-linc;International Workshop on Linguistically Interpreted Corpora (LINC)
idt2;International Conference on Information and Digital Technologies (IDT)
cmmr;Computer Music Modeling and Retrieval (CMMR)
mbmv;Methoden und Beschreibungssprachen zur Modellierung und Verifikation von Schaltungen und Systemen (MBMV)
fcst;Frontier of Computer Science and Technology (FCST)
hpsc;International Conference on High Performance Scientific Computing (HPSC)
cassis;Construction and Analysis of Safe Secure and Interoperable Smart Devices (CASSIS)
iccsce;IEEE International Conference on Control System Computing and Engineering (ICCSCE)
asp;Answer Set Programming (ASP)
icreate;International Convention on Rehabilitation Engineering & Assistive Technology (i-CREATe)
emmsad;International Working Conference on Exploring Modeling Methods for Systems Analysis and Development (EMMSAD)
cvcs;Colour and Visual Computing Symposium (CVCS)
lasd;International Conference on Lean and Agile Software Development (LASD)
cata;International Conference on Computers and Their Applications (CATA)
expressive;ACM/Eurographics Expressive Symposium (Expressive)
icbra;International Conference on Bioinformatics Research and Applications (ICBRA)
sii;IEEE/SICE International Symposium on System Integration (SII)
csreaHCI;Human-Computer Interaction (CSREA) (HCI)
sugarloafplop;Latin American Conference on Pattern Languages of Programs (SugarLoafPLoP)
aswsd;Automotive Software Workshop (ASWSD)
