,author,name,pid
3094,Brian Borowski,Brian Borowski,142/1387
3095,Brian C. Dean,Brian C. Dean,20/5979
3096,Brian C. Keegan,Brian Keegan,46/5766
3097,Brian C. Lovell,Brian C. Lovell,09/2347
3098,Brian C. Nelson,Brian C. Nelson,59/7834
3099,Brian Curless,Brian Curless,c/BrianCurless
3100,Brian D. Davison 0001,Brian D. Davison 0001,97/5257-1
3101,Brian D. Noble,Brian D. Noble,n/BrianDNoble
3102,Brian D. O. Anderson,Brian D. O. Anderson,86/5215
3103,Brian D. Ziebart,Brian D. Ziebart,39/10481
3104,Brian David Outram Anderson,Brian D. O. Anderson,86/5215
3105,Brian Demsky,Brian Demsky,47/3381
3106,Brian Dorn,Brian Dorn,13/5940
3107,Brian Kan-Wing Mak,Brian Kan-Wing Mak,70/6226
3108,Brian Keegan,Brian Keegan,46/5766
3109,Brian Kocoloski,Brian Kocoloski,127/9210
3110,Brian Kulis,Brian Kulis,43/3732
3111,Brian L. Curless,Brian Curless,c/BrianCurless
3112,Brian Logan 0001,Brian Logan 0001,81/6813
3113,Brian M. Tomaszewski,Brian M. Tomaszewski,27/1152
3114,Brian Mac Namee,Brian Mac Namee,83/5307
3115,Brian MacNamee,Brian Mac Namee,83/5307
3116,Brian Mak,Brian Mak,70/6226
3117,Brian Murphy,Brian Murphy,21/3894
3118,Brian Neil Levine,Brian Neil Levine,l/BrianNeilLevine
3119,Brian Nielsen,Brian Nielsen,25/4976
3120,Brian Noble,Brian D. Noble,n/BrianDNoble
3121,Brian P. Bailey,Brian P. Bailey,53/3731
3122,Brian Ricks,Brian Ricks,153/4368
3123,Brian S. Logan 0001,Brian Logan 0001,81/6813
3124,Brian Scassellati,Brian Scassellati,32/818
3125,Brian Summa,Brian Summa,57/8698
3126,Brian V. Funt,Brian V. Funt,f/BrianVFunt
3127,Brian W. Kernighan,Brian W. Kernighan,k/BWKernighan
3128,Brian Wyvill,Brian Wyvill,19/1805
3129,Brian Y. Chen,Brian Y. Chen,27/2509
3130,Brian Y. Lim,Brian Y. Lim,58/6161
3131,Briane Paul Samson,Briane Paul Samson,115/5886
3132,Briane Paul V. Samson,Briane Paul Samson,115/5886
3133,Bridget T. McInnes,Bridget T. McInnes,46/8160
3134,Brighten Godfrey,Brighten Godfrey,g/BrightenGodfrey
3135,Brigitte Jaumard,Brigitte Jaumard,58/5281
3136,Brigitte Pientka,Brigitte Pientka,p/BrigittePientka
3137,Brijesh Dongol,Brijesh Dongol,01/4516
3138,Brink van der Merwe,Brink van der Merwe,59/6051
3139,Brit Ross Winthereik,Brit Ross Winthereik,23/4572
3140,Britta Hale,Britta Hale,167/7329
3141,Britta Wrede,Britta Wrede,25/6084
3142,Brittany A. Duncan,Brittany A. Duncan,55/7940
3143,Brittany A. Erickson,Brittany A. Erickson,150/1711
3144,Brittany Fasy,Brittany Terese Fasy,52/7272
3145,Brittany Johnson,Brittany Johnson,116/6719
3146,Brittany Terese Fasy,Brittany Terese Fasy,52/7272
3147,Bruce A. Draper,Bruce A. Draper,78/5478
3148,Bruce A. Reed,Bruce A. Reed,r/BruceAReed
3149,Bruce A. Scharlau,Bruce Scharlau,79/7804
3150,Bruce Gooch,Bruce Gooch,97/2652
3151,Bruce H. Krogh,Bruce H. Krogh,09/3035
3152,Bruce Hartpence,Bruce Hartpence,97/6410
3153,Bruce J. MacLennan,Bruce J. MacLennan,83/322
3154,Bruce M. Kapron,Bruce M. Kapron,k/BruceMKapron
3155,Bruce M. Maggs,Bruce M. Maggs,m/BruceMMaggs
3156,Bruce M. McMillin,Bruce M. McMillin,91/2733
3157,Bruce MacDowell Maggs,Bruce M. Maggs,m/BruceMMaggs
3158,Bruce Maxim,Bruce Maxim,332/2173
3159,Bruce N. Walker,Bruce N. Walker,w/BruceNWalker
3160,Bruce R. Childers,Bruce R. Childers,00/91
3161,Bruce Randall Donald,Bruce Randall Donald,d/BRDonald
3162,Bruce S. Gardiner,Bruce S. Gardiner,146/2789
3163,Bruce Scharlau,Bruce Scharlau,79/7804
3164,Bruce Tidor,Bruce Tidor,91/6457
3165,Bruce W. Char,Bruce W. Char,36/4975
3166,Bruce W. Porter,Bruce W. Porter,74/1077
3167,Bruno A. Gaëta,Bruno A. Gaëta,17/6453
3168,Bruno A. N. Travençolo,Bruno Augusto Nassif Travençolo,63/5088
3169,Bruno Augusto Nassif Travençolo,Bruno Augusto Nassif Travençolo,63/5088
3170,Bruno B. P. Cafeo,Bruno B. P. Cafeo,46/10082
3171,Bruno Barbieri Pontes Cafeo,Bruno B. P. Cafeo,46/10082
3172,Bruno Bauwens,Bruno Bauwens,08/2951
3173,Bruno Beaufils,Bruno Beaufils,51/5933
3174,Bruno Bodin,Bruno Bodin,124/2654
3175,Bruno C. d. S. Oliveira,Bruno C. d. S. Oliveira,20/7796
3176,Bruno C. da Silva 0001,Bruno C. da Silva 0001,75/3139
3177,Bruno Carpentieri,Bruno Carpentieri,74/689
3178,Bruno Castro da Silva,Bruno Castro da Silva,75/3139
3179,Bruno Ciciani,Bruno Ciciani,c/BrunoCiciani
3180,Bruno Crispo,Bruno Crispo,c/BrunoCrispo
3181,Bruno César dos Santos Oliveira,Bruno C. d. S. Oliveira,20/7796
3182,Bruno Emanuel Martins,Bruno Martins 0001,m/BrunoMartins
3183,Bruno Emanuel da Graça Martins,Bruno Martins 0001,m/BrunoMartins
3184,Bruno F. M. Ribeiro,Bruno Ribeiro 0001,15/606
3185,Bruno F. Ribeiro,Bruno F. Ribeiro,15/606
3186,Bruno Feijó,Bruno Feijó,36/3530
3187,Bruno Gaëta,Bruno Gaëta,157/9440
3188,Bruno Lang,Bruno Lang,34/940
3189,Bruno M. Nogueira,,
3190,Bruno Macchiavello,Bruno Macchiavello,55/2932
3191,Bruno Magalhães Nogueira,Bruno M. Nogueira 0001,73/991
3192,Bruno Martins 0001,Bruno Martins 0001,m/BrunoMartins
3193,Bruno Ribeiro 0001,Bruno Ribeiro 0001,15/606
3194,Bruno Salvy,Bruno Salvy,14/5741
3195,Bruno Sinopoli,Bruno Sinopoli,53/2290
3196,Bruno Yun,Bruno Yun,185/7563
3197,Bryan A. Plummer,Bryan A. Plummer,163/2330
3198,Bryan David Minor,Bryan David Minor,151/0164
3199,Bryan Ford,Bryan Ford,f/BryanFord
3200,Bryan Hooi,Bryan Hooi,169/9975
3201,Bryan Kian Hsiang Low,Kian Hsiang Low,97/4877
3202,Bryan Ng,Bryan Ng,63/4034
3203,Bryan Pardo,Bryan Pardo,19/212
3204,Bryan Parno,Bryan Parno,49/6324
3205,Bryan S. Kim,Bryan S. Kim,28/9655
3206,Bryan S. Morse,Bryan S. Morse,m/BryanSMorse
3207,Bryan Suk Joon Kim,Bryan S. Kim,28/9655
3208,Bryan Suk Kim,Bryan S. Kim,28/9655
3209,Brygg Ullmer,Brygg Ullmer,09/6591
3210,Bu-Sung Lee,Bu-Sung Lee,l/BuSungLee
3211,Bud Mishra,Bud Mishra,m/BhubaneswarMishra
3212,Budi Arief,Budi Arief,36/655
3213,Bugra Caskurlu,Bugra Caskurlu,54/7360
3214,Bui Quang Minh,Bui Quang Minh,92/422
3215,Bulusu Uma Shankar,,
3216,Bundit Laekhanukit,Bundit Laekhanukit,56/1487
3217,Buntaro Shizuki,Buntarou Shizuki,s/BuntarouShizuki
3218,Buntarou Shizuki,Buntarou Shizuki,s/BuntarouShizuki
3219,Burak Kurkcu,Burak Kurkcu,149/3152
3220,Burkay Genç,Burkay Genç,59/8725
3221,Burkhard C. Wünsche,Burkhard Wünsche,w/BurkhardWunsche
3222,Burkhard Claus Wünsche,Burkhard Wünsche,w/BurkhardWunsche
3223,Burkhard Freitag,Burkhard Freitag,f/BurkhardFreitag
3224,Burkhard Rost,Burkhard Rost,66/159
3225,Burkhard Stiller,Burkhard Stiller,00/4292
3226,Burkhard Wuensche,Burkhard Wünsche,w/BurkhardWunsche
3227,Burkhard Wünsche,Burkhard Wünsche,w/BurkhardWunsche
3228,Burton Rosenberg,Burton Rosenberg,82/3749
3229,Buzhou Tang,Buzhou Tang,00/7437
3230,Byoung-Tak Zhang,Byoung-Tak Zhang,09/5682
3231,Byoungyoung Lee,Byoungyoung Lee,45/7986
3232,Byrav Ramamurthy,Byrav Ramamurthy,65/5635
3233,Byron Boots,Byron Boots,27/1803
3234,Byron C. Wallace,Byron C. Wallace,00/8247
3235,Byron Choi,Byron Choi,07/1560
3236,Byron J. Gao,Byron J. Gao,g/ByronJGao
3237,Byron J. Williams,Byron J. Williams,67/181
3238,Byung Chul Tak,Byung-Chul Tak,10/6711
3239,Byung Guk Kim,Byung Guk Kim,36/7728
3240,Byung Ro Moon,Byung Ro Moon,91/4695
3241,Byung Seub Lee,Byung Seub Lee,93/9706
3242,Byung-Gon Chun,Byung-Gon Chun,34/3515
3243,Byung-Guk Kim,Byung-Guk Kim,34/1537
3244,Byung-Ro Moon,Byung Ro Moon,91/4695
3245,Byunghyun Jang,Byunghyun Jang,93/199
3246,Byungjoo Lee,Byungjoo Lee,31/2214
3247,Bárbara Poblete,Barbara Poblete,83/6509
3248,Béchir Ktari,Béchir Ktari,76/1268
3249,Béla Gipp,Bela Gipp,12/6082
3250,C Ravindranath Chowdary,C. Ravindranath Chowdary,72/4664
3251,C. Aiswarya,C. Aiswarya,90/6616
3252,C. Barry Jay,C. Barry Jay,27/1158
3253,C. Carvalho de Souza,C. Carvalho de Souza,42/819
3254,C. Chandra Sekhar,C. Chandra Sekhar,15/1757
3255,C. David Page,C. David Page,p/DavidPage
3256,C. David Page Jr.,David Page,p/DavidPage
3257,C. Edward Chow,C. Edward Chow,c/CEChow
3258,C. Greg Plaxton,C. Greg Plaxton,p/CGPlaxton
3259,C. Gregory Plaxton,C. Greg Plaxton,p/CGPlaxton
3260,C. I. Ezeife,Christie I. Ezeife,e/ChristieIEzeife
3261,C. Jinshong Hwang,C. Jinshong Hwang,53/4685
3262,C. Karen Liu,C. Karen Liu,93/5669
3263,C. Krishna Mohan,C. Krishna Mohan,30/4639
3264,C. Lee Giles,C. Lee Giles,g/CLeeGiles
3265,C. Maria Keet,C. Maria Keet,42/559
3266,C. N. Campos,C. N. Campos,65/1977
3267,C. Pandu Rangan,C. Pandu Rangan,r/CPanduRangan
3268,C. Pandurangan,C. Pandu Rangan,r/CPanduRangan
3269,C. R. Ramakrishnan,C. R. Ramakrishnan,r/CRRamakrishnan
3270,C. R. Subramanian,C. R. Subramanian,34/2653
3271,C. S. Raghavendra 0001,Cauligi S. Raghavendra,r/CSRaghavendra
3272,C. Seshadhri 0001,Seshadhri Comandur,60/4210
3273,C. Siva Ram Murthy,C. Siva Ram Murthy,78/4000
3274,C. V. Jawahar,C. V. Jawahar,j/CVJawahar
3275,C. Y. Roger Chen,C. Y. Roger Chen,83/3629
3276,C.-C. Jay Kuo,C.-C. Jay Kuo,k/CCJayKuo
3277,C.-H. Luke Ong,C.-H. Luke Ong,o/CHLukeOng
3278,Caetano Traina,Caetano Traina Jr.,t/CaetanoTrainaJr
3279,Caetano Traina Jr.,Caetano Traina Jr.,t/CaetanoTrainaJr
3280,Caetano Traina Junior,Caetano Traina Jr.,t/CaetanoTrainaJr
3281,Cagatay Goncu,Cagatay Goncu,84/4881
3282,Cagatay Turkay,Cagatay Turkay,45/7528
3283,Cagdas E. Gerede,Cagdas Evren Gerede,g/CagdasEvrenGerede
3284,Cagdas Evren Gerede,Cagdas Evren Gerede,g/CagdasEvrenGerede
3285,Cagdas Onal,Cagdas D. Onal,67/8370
3286,Caitlin Kelleher,Caitlin Kelleher,40/5272
3287,Caitlin L. Kelleher,Caitlin Kelleher,40/5272
3288,Caiwe De,,
3289,Caiwen Ding,Caiwen Ding,175/2489
3290,Calin C. Guet,Calin C. Guet,116/4766
3291,Calton Pu,Calton Pu,p/CaltonPu
3292,Calvin C. Newport,Calvin C. Newport,98/6904
3293,Calvin J. Ribbens,Calvin J. Ribbens,30/4586
3294,Calvin Lin,Calvin Lin,65/1026
3295,Calvin Newport,Calvin C. Newport,98/6904
3296,Cam Nguyen,Cam Nguyen,43/9664
3297,Cam-Tu Nguyen,Cam-Tu Nguyen,14/5079
3298,Cameron Browne,Cameron Browne,54/3492
3299,Cameron Musco,Cameron Musco,149/2327
3300,Camil Demetrescu,Camil Demetrescu,d/CamilDemetrescu
3301,Camille Rosenthal-Sabroux,Camille Rosenthal-Sabroux,18/4407
3302,Camillo J. Taylor,Camillo J. Taylor,t/CamilloJTaylor
3303,Camillo Jose Taylor,Camillo J. Taylor,t/CamilloJTaylor
3304,Campbell Wilson,Campbell Wilson,w/CampbellWilson
3305,Can Alkan,Can Alkan,a/CanAlkan
3306,Can C. Özturan,Can C. Özturan,27/738
3307,Can Gao,Can Gao,50/4251
3308,Can Isik,Can Isik,65/5508
3309,Can Wan,Can Wan,130/4543
3310,Can Özturan,Can C. Özturan,27/738
3311,Cancan Wang,Cancan Wang,180/7902
3312,Candace L. Sidner,Candace L. Sidner,85/6074
3313,Candido Cabo,Candido Cabo,56/11512
3314,Candy L. Sidner,Candace L. Sidner,85/6074
3315,Cang Ye,Cang Ye,37/4779
3316,Cara K. MacNish,Cara MacNish,93/139
3317,Cara MacNish,Cara MacNish,93/139
3318,Carey L. Williamson,Carey L. Williamson,65/2966
3319,Carey Williamson,Carey L. Williamson,65/2966
3320,Carl A. Gunter,Carl A. Gunter,g/CarlAGunter
3321,Carl A. Gutwin,Carl Gutwin,g/CarlGutwin
3322,Carl Evans,Carl Evans,64/3063
3323,Carl Gutwin,Carl Gutwin,g/CarlGutwin
3324,Carl H. Hauser,Carl H. Hauser,h/CarlHHauser
3325,Carl Hauser,Carl H. Hauser,h/CarlHHauser
3326,Carl Henrik Ek,Carl Henrik Ek,79/6273
3327,Carl James-Reynolds,Carl James-Reynolds,193/4886
3328,Carl K. Chang,Carl K. Chang,c/CarlKChang
3329,Carl Kingsford,Carl Kingsford,75/4537
3330,Carl Leuschen,Carlton J. Leuschen,18/8958
3331,Carl Nettelblad,Carl Nettelblad,71/7001
3332,Carl Vondrick,Carl Vondrick,26/8610
3333,Carl Yang,Carl Yang,162/0187
3334,Carl-Philipp Heisenberg,Carl-Philipp Heisenberg,117/3844
3335,Carla D. Savage,Carla D. Savage,39/3033
3336,Carla E. Brodley,Carla E. Brodley,24/1941
3337,Carla Ferreira 0001,Carla Ferreira 0001,13/5457
3338,Carla M. D. S. Freitas,Carla Maria Dal Sasso Freitas,f/CarlaMDSFreitas
3339,Carla Maria Dal Sasso Freitas,Carla Maria Dal Sasso Freitas,f/CarlaMDSFreitas
3340,Carla P. Gomes,Carla P. Gomes,g/CarlaPGomes
3341,Carla Schuenemann,Carla T. L. L. Silva,06/4462
3342,Carla Silva 0001,Carla T. L. L. Silva,06/4462
3343,Carla T. L. L. Silva,Carla T. L. L. Silva,06/4462
3344,Carla Taciana Lima Lourenco Silva Schuenemann,Carla T. L. L. Silva,06/4462
3345,Carleton A. Moore,Carleton A. Moore,38/6660
3346,Carlisle Adams,Carlisle M. Adams,a/CarlisleMAdams
3347,Carlisle E. George,Carlisle Eldwidge George,93/4697
3348,Carlisle George,Carlisle Eldwidge George,93/4697
3349,Carlisle M. Adams,Carlisle M. Adams,a/CarlisleMAdams
3350,Carlo A. Furia,Carlo A. Furia,78/6422
3351,Carlo Alberto Furia,Carlo A. Furia,78/6422
3352,Carlo Baldassi,Carlo Baldassi,55/2142
3353,Carlo Blundo,Carlo Blundo,b/CarloBlundo
3354,Carlo Brandolese,Carlo Brandolese,81/4520
3355,Carlo Fischione,Carlo Fischione,61/6100
3356,Carlo Kopp,Carlo Kopp,69/576
3357,Carlo Lucibello,Carlo Lucibello,145/7395
3358,Carlo Montangero,Carlo Montangero,m/CarloMontangero
3359,Carlo Pinciroli,Carlo Pinciroli,18/2729
3360,Carlo Tomasi,Carlo Tomasi,24/2162
3361,Carlo Zaniolo,Carlo Zaniolo,z/CZaniolo
3362,Carlos A. G. Ferraz,Carlos A. G. Ferraz,71/8211
3363,Carlos A. J. Martinhon,Carlos Alberto de Jesus Martinhon,99/10
3364,Carlos A. Pérez-Delgado,Carlos A. Pérez-Delgado,76/2812
3365,Carlos A. Varela,Carlos A. Varela,76/6210
3366,Carlos Alberto Maziero,Carlos Maziero,m/CarlosMaziero
3367,Carlos Alberto de Jesus Martinhon,Carlos Alberto de Jesus Martinhon,99/10
3368,Carlos Alvarez-Martinez,Carlos Álvarez 0001,72/4572
3369,Carlos Areces,Carlos Areces,47/199
3370,Carlos Beltrán Almeida,Carlos Beltrán Almeida,54/3815
3371,Carlos Caleiro,Carlos Caleiro,14/2462
3372,Carlos Camarão,Carlos Camarão 0001,27/4510
3373,Carlos Cid,Carlos Cid,19/2372
3374,Carlos Dafonte,Carlos Dafonte,17/4062
3375,Carlos Dafonte Vázquez,Carlos Dafonte,17/4062
3376,Carlos Domingo Castillo,Carlos Domingo Castillo,c/CarlosDCastillo
3377,Carlos Duarte,Carlos Duarte,52/5896
3378,Carlos E. Ferreira,Carlos E. Ferreira,46/263
3379,Carlos Eduardo Ferreira,Carlos Eduardo Ferreira,46/263
3380,Carlos Eduardo Pedreira,Carlos Eduardo Pedreira,85/4886
3381,Carlos Eduardo R. Lopes,Carlos Eduardo R. Lopes,87/2415
3382,Carlos F. Beltrán Almeida,Carlos Beltrán Almeida,54/3815
3383,Carlos Fernández-Lozano,Carlos Fernandez-Lozano,48/10955
3384,Carlos Gustavo López Pombo,Carlos López Pombo,07/1870
3385,Carlos Gómez-Rodríguez,Carlos Gómez-Rodríguez,95/3319
3386,Carlos H. Morimoto,Carlos Hitoshi Morimoto,87/11303
3387,Carlos Hitoshi Morimoto,Carlos Hitoshi Morimoto,87/11303
3388,Carlos J. P. Lucena,Carlos José Pereira de Lucena,l/CarlosJosePereiradeLucena
3389,Carlos Jensen,Carlos Jensen,45/339
3390,Carlos José Pereira de Lucena,Carlos José Pereira de Lucena,l/CarlosJosePereiradeLucena
3391,Carlos Lucena,Carlos Lucena,l/CarlosJosePereiradeLucena
3392,Carlos López Pombo,Carlos López Pombo,07/1870
3393,Carlos M. Duarte,Carlos M. Duarte,52/5896
3394,Carlos M. P. Matos,Carlos M. P. Matos,33/3647
3395,Carlos Maltzahn,Carlos Maltzahn,83/2134
3396,Carlos Manuel Pinto de Matos,Carlos M. P. Matos,33/3647
3397,Carlos Martinho,Carlos Martinho,70/5007
3398,Carlos Maziero,Carlos Maziero,m/CarlosMaziero
3399,Carlos Morimoto,Carlos Hitoshi Morimoto,87/11303
3400,Carlos Ordonez 0001,Carlos Ordonez 0001,o/CarlosOrdonez
3401,Carlos R. Lopes,Carlos R. Lopes,87/2415
3402,Carlos R. Osuna,Carlos R. Rivero,02/9016
3403,Carlos R. Rivero,Carlos R. Rivero,02/9016
3404,Carlos Reaño,Carlos Reaño,129/5476
3405,Carlos Ribeiro,Carlos Ribeiro,43/5391
3406,Carlos Roberto Lopes,Carlos Roberto Lopes,87/2415
3407,Carlos Roque Martinho,Carlos Martinho,70/5007
3408,Carlos Teixeira,Carlos Teixeira,78/6468
3409,Carlos Varela,Carlos Varela,84/3749
3410,Carlos Vázquez 0001,Carlos Vázquez 0001,89/1377-1
3411,Carlos de Castro Goulart,Carlos de Castro Goulart,139/3364
3412,Carlotta Domeniconi,Carlotta Domeniconi,50/5158
3413,Carlton J. Leuschen,Carlton J. Leuschen,18/8958
3414,Carmel Domshlak,Carmel Domshlak,d/CarmelDomshlak
3415,Carmela Troncoso,Carmela Troncoso,01/4825
3416,Carmem S. Hara,Carmem S. Hara,26/3914
3417,Carmem Satie Hara,Carmem S. Hara,26/3914
3418,Carmine Gravino,Carmine Gravino,62/1673
3419,Carmine Ventre,Carmine Ventre,30/6089
3420,Carol J. Fung,Carol J. Fung,43/6355
3421,Carol J. Romanowski,Carol J. Romanowski,38/1704
3422,Carol O'Sullivan,Carol O'Sullivan,82/1388
3423,Carola Wenk,Carola Wenk,44/3065
3424,Carole A. Goble,Carole A. Goble,g/CaroleAGoble
3425,Carole Anne Goble,Carole A. Goble,g/CaroleAGoble
3426,Carole Twining,Carole J. Twining,83/6160
3427,Carole-Jean Wu,Carole-Jean Wu,26/9655
3428,Carolina Cruz-Neira,Carolina Cruz-Neira,86/6382
3429,Carolina Evaristo Scarton,Carolina Scarton,23/8672
3430,Carolina Fuentes,Carolina Fuentes,134/8924
3431,Carolina Ruiz,Carolina Ruiz,r/CarolinaRuiz
3432,Carolina Scarton,Carolina Scarton,23/8672
3433,Carolina Wählby,Carolina Wählby,01/3693
3434,Caroline C. Friedel,Caroline C. Friedel,46/5167
3435,Caroline Christina Friedel,Caroline C. Friedel,46/5167
3436,Caroline Jay,Caroline Jay,81/5370
3437,Caroline M. Eastman,Caroline M. Eastman,e/CarolineMEastman
3438,Caroline Sporleder,Caroline Sporleder,01/3806
3439,Caroline Uhler,Caroline Uhler,66/10813
3440,Carolyn P. Rosé,Carolyn P. Rosé,r/CarolynPensteinRose
3441,Carolyn Penstein Rosé,Carolyn P. Rosé,r/CarolynPensteinRose
3442,Carolyn R. Watters,Carolyn R. Watters,w/CarolynRWatters
3443,Carrick Detweiler,Carrick Detweiler,75/119
3444,Carroll C. Morgan,Carroll Morgan,m/CarrollMorgan
3445,Carroll Morgan,Carroll Morgan,m/CarrollMorgan
3446,Carson K. Leung,Carson K. Leung,29/654
3447,Carson Kai-Sang Leung,Carson K. Leung,29/654
3448,Carsten Binnig,Carsten Binnig,45/1559
3449,Carsten Dachsbacher,Carsten Dachsbacher,22/4239
3450,Carsten Damm,Carsten Damm,d/CarstenDamm
3451,Carsten Eickhoff,Carsten Eickhoff,42/8700
3452,Carsten Fuhs,Carsten Fuhs,32/4201
3453,Carsten Lutz,Carsten Lutz,l/CarstenLutz
3454,Carsten Rother,Carsten Rother,r/CarstenRother
3455,Carsten Rudolph,Carsten Rudolph,45/1443
3456,Carsten Schulte,Carsten Schulte,14/3197
3457,Carsten Schürmann,Carsten Schürmann,07/4034
3458,Carsten Sinz,Carsten Sinz,s/CarstenSinz
3459,Carsten Steger,Carsten Steger,63/6492
3460,Carsten Thomassen,Carsten Thomassen,66/1029
3461,Carsten Witt,Carsten Witt,93/3566
3462,Cartic R. Ramakrishnan,Cartic R. Ramakrishnan,r/CRRamakrishnan
3463,Cas Cremers,Cas Cremers,17/2282
3464,Cas J. F. Cremers,Cas Cremers,17/2282
3465,Casey Fiesler,Casey Fiesler,37/9799
3466,Casey Kennington,Casey Kennington,73/8163
3467,Casey Redd Kennington,Casey Kennington,73/8163
3468,Casimir A. Kulikowski,Casimir A. Kulikowski,47/5246
3469,Caspar Ryan,Caspar Ryan,58/4227
3470,Casper Bach Poulsen,Casper Bach Poulsen,143/2646
3471,Casper Lassenius,Casper Lassenius,28/3392
3472,Cassidy R. Sugimoto,Cassidy R. Sugimoto,27/6523
3473,Catalin Hritcu [SP],,
3474,Caterina Cinel,Caterina Cinel,84/530
3475,Caterina Urban,Caterina Urban,130/9842
3476,Catharina Maria Keet,C. Maria Keet,42/559
3477,Catharine Oertel,Catharine Oertel,24/10573
3478,Catherine Beaton,Catherine I. Beaton,296/0055
3479,Catherine Blake,Catherine Blake,44/6380
3480,Catherine C. Marshall,Catherine C. Marshall,m/CCMarshall
3481,Catherine Combes,Catherine Combes,53/4039
3482,Catherine Holloway,Catherine Holloway,162/5830
3483,Catherine McCartin,Catherine McCartin,42/1539
3484,Catherine Mills Olschanowsky,Catherine Mills Olschanowsky,04/1368
3485,Catherine Mooney,Catherine Mooney,48/2744
3486,Catherine Olschanowsky,Catherine Mills Olschanowsky,04/1368
3487,Catherine Plaisant,Catherine Plaisant,p/CatherinePlaisant
3488,Catherine S. Holloway,Catherine Holloway,162/5830
3489,Catholijn Jonker,Catholijn M. Jonker,41/631
3490,Catholijn M. Jonker,Catholijn M. Jonker,41/631
3491,Catholijntje M. Jonker,Catholijn M. Jonker,41/631
3492,Cathy H. Wu,Cathy H. Wu,w/CathyHWu
3493,Cathy Marshall,Catherine C. Marshall,m/CCMarshall
3494,Cathy Wu 0001,Cathy H. Wu,w/CathyHWu
3495,Catie Chang,Catie Chang,43/8258
3496,Cauligi S. Raghavendra,Cauligi S. Raghavendra,r/CSRaghavendra
3497,Ce Zhang 0001,Ce Zhang 0001,97/919-1
3498,Ce Zhu,Ce Zhu,69/2369
3499,Cecilia Mascolo,Cecilia Mascolo,21/6419
3500,Cecilia R. Aragon,Cecilia R. Aragon,66/5226
3501,Cecília Baranauskas,Maria Cecília Calani Baranauskas,b/MCCBaranauskas
3502,Cecília M. F. Rubira,Cecília M. F. Rubira,80/5752
3503,Cecília Mary Fischer Rubira,Cecília M. F. Rubira,80/5752
3504,Cees G. M. Snoek,Cees Snoek,s/CeesSnoek
3505,Cees Snoek,Cees Snoek,s/CeesSnoek
3506,Celina M. H. de Figueiredo,Celina M. H. de Figueiredo,09/5415
3507,Celina Miraglia Herrera de Figueiredo,Celina M. H. de Figueiredo,09/5415
3508,Celine Latulipe,Celine Latulipe,68/3197
3509,Celso C. Ribeiro,Celso C. Ribeiro,26/4167
3510,Cem Ersoy,Cem Ersoy,99/6193
3511,Cem Yuksel,Cem Yuksel,74/4556
3512,Cemal Yilmaz,Cemal Yilmaz,54/530
3513,Cemil Zalluhoglu,Cemil Zalluhoglu,168/8547
3514,Cen Chen,Cen Chen,152/6215
3515,Cenk S. Sahinalp,Cenk S. Sahinalp,s/SCSahinalp
3516,Ceren Budak,Ceren Budak,66/8462
3517,Cesare Alippi,Cesare Alippi,84/6337
3518,Cesare Enrico,Alessandro Redondi,85/9578
3519,Cesare Pautasso,Cesare Pautasso,p/CesarePautasso
3520,Cesare Tinelli,Cesare Tinelli,37/4921
3521,Cevat Sener,Cevat Sener,95/7029
3522,Cevdet Aykanat,Cevdet Aykanat,81/4774
3523,Cewu Lu,Cewu Lu,96/10571
3524,Cezara Dragoi,Cezara Dragoi,46/4882
3525,Cezary Kaliszyk,Cezary Kaliszyk,30/5217
3526,Ch. Sobhan Babu,Sobhan Babu Chintapalli,233/3456
3527,Chaabane Djeraba,Chabane Djeraba,d/ChabaneDjeraba
3528,Chabane Djeraba,Chabane Djeraba,d/ChabaneDjeraba
3529,Chad Jenkins,Odest Chadwicke Jenkins,99/4449
3530,Chagit Attiya,Hagit Attiya,a/HagitAttiya
3531,Chai Kiat Yeo,Chai Kiat Yeo,52/910
3532,Chai Quek,Chai Quek,q/HiokChaiQuek
3533,Chaitanya Swamy,Chaitanya Swamy,99/662
3534,Chaiyod Pirak,Chaiyod Pirak,63/918
3535,Chakkrit Kla Tantithamthavorn,Chakkrit Tantithamthavorn,140/7129
3536,Chakkrit Tantithamthavorn,Chakkrit Tantithamthavorn,140/7129
3537,Chalavadi Krishna Mohan,C. Krishna Mohan,30/4639
3538,Cham Tat Jen,Tat-Jen Cham,29/3808
3539,Chaman L. Sabharwal,Chaman L. Sabharwal,82/1900
3540,Chan Hua Vun,Nicholas C. H. Vun,69/8028
3541,Chan-Mo Park,Chan-Mo Park,87/3855
3542,Chanchal Roy,Chanchal Kumar Roy,03/5761
3543,Chandan K. Reddy,Chandan K. Reddy,42/1341
3544,Chandan Karfa,Chandan Karfa,52/1342
3545,Chandan Saha 0001,Chandan Saha 0001,23/5767
3546,Chandra Chekuri,Chandra Chekuri,82/3212
3547,Chandra Kambhamettu,Chandra Kambhamettu,47/4773
3548,Chandra Krintz,Chandra Krintz,87/1311
3549,Chandrajit Bajaj,Chandrajit L. Bajaj,b/ChandrajitLBajaj
3550,Chandrajit L. Bajaj,Chandrajit L. Bajaj,b/ChandrajitLBajaj
3551,Chandrasekaran Pandu Rangan,C. Pandu Rangan,r/CPanduRangan
3552,Chandrashekar Ramanathan,Chandrashekar Ramanathan,123/3209
